DEP_ID,CRS_NUM,SCT_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS,SCT_SEMESTER
AMST,135,10325R,Discussion,24,25,GFS,220,,,20231
AMST,135,10327R,Discussion,25,26,KAP,141,,,20231
AMST,150,10338D,Lecture,143,150,SAL,101,,,20231
AMST,150,10339R,Discussion,24,24,KAP,167,,,20231
AMST,150,10340R,Discussion,25,25,GFS,229,,,20231
AMST,150,10341R,Discussion,25,25,GFS,104,,,20231
AMST,150,10342R,Discussion,24,25,GFS,108,,,20231
AMST,150,10343R,Discussion,23,25,GFS,108,,,20231
AMST,150,10344R,Discussion,22,25,KAP,159,,,20231
AMST,200,10347D,Lecture,48,49,ZHS,352,,,20231
AMST,200,10348D,Discussion,25,26,DMC,161,,,20231
AMST,200,10349D,Discussion,23,25,DMC,161,,,20231
AMST,204,10359R,Lecture,30,30,SGM,226,,,20231
AMST,205,10360R,Lecture,49,49,ZHS,252,,,20231
AMST,205,10364R,Discussion,25,25,GFS,229,,,20231
AMST,205,10365R,Discussion,24,25,GFS,105,,,20231
AMST,206,10361R,Lecture,23,100,SGM,101,,,20231
AMST,206,10362R,Discussion,4,22,WPH,202,,,20231
AMST,206,10363R,Discussion,6,25,GFS,228,,,20231
AMST,206,10369R,Discussion,9,22,WPH,202,,,20231
AMST,206,10370R,Discussion,4,25,GFS,223,,,20231
AMST,230,10371D,Lecture,28,29,GFS,222,,,20231
AMST,250,10372D,Lecture,103,105,THH,202,,,20231
AMST,250,10373R,Discussion,12,25,DMC,257,,,20231
AMST,250,10375R,Discussion,22,25,GFS,213,,,20231
AMST,250,10376R,Discussion,17,25,KAP,163,,,20231
AMST,250,10377R,Discussion,18,25,KAP,165,,,20231
AMST,250,10378R,Discussion,14,25,GFS,104,,,20231
AMST,250,10380R,Discussion,20,25,GFS,105,,,20231
AMST,274,10390D,Lecture,42,76,SGM,124,,,20231
AMST,274,10392R,Discussion,13,25,GFS,220,,,20231
AMST,274,10393R,Discussion,13,25,GFS,105,,,20231
AMST,274,10395R,Discussion,11,25,THH,110,,,20231
AMST,274,10396R,Discussion,5,25,VHE,210,,,20231
AMST,285,10399D,Lecture,47,50,GFS,101,,,20231
AMST,285,10402R,Discussion,24,25,WPH,B30,,,20231
AMST,285,10403R,Discussion,23,25,DMC,261,,,20231
AMST,301,10408D,Lecture,144,145,THH,202,,,20231
AMST,301,10409R,Discussion,25,25,GFS,104,,,20231
AMST,301,10410R,Discussion,21,25,KAP,167,,,20231
AMST,301,10411R,Discussion,25,25,DMC,109,,,20231
AMST,301,10412R,Discussion,25,25,SGM,226,,,20231
AMST,301,10413R,Discussion,24,25,GFS,213,,,20231
AMST,301,10415D,Discussion,24,25,GFS,105,,,20231
AMST,305,10420D,Lecture,14,19,THH,108,,,20231
AMST,312,10831R,Lecture,12,19,DMC,259,,,20231
AMST,325,10423D,Lecture,49,50,ZHS,252,,,20231
AMST,325,10425R,Discussion,24,25,GFS,229,,,20231
AMST,325,10427R,Discussion,25,25,GFS,220,,,20231
AMST,330,10414D,Lecture,10,19,DMC,158,,,20231
AMST,350,10424D,Lecture,7,30,KAP,145,,,20231
AMST,365,10426D,Lecture,8,8,THH,211,,,20231
AMST,373,10428D,Lecture,7,30,WPH,B30,,,20231
AMST,376,61499D,Lecture,16,16,DMC,203,,,20231
AMST,378,10430D,Lecture,7,19,THH,213,,,20231
AMST,389,10434D,Lecture,12,15,GFS,109,,,20231
AMST,392,10433D,Lecture,9,10,KAP,150,,,20231
AMST,424,52080R,Lecture,22,22,DMC,200,,,20231
AMST,445,10744D,Lecture,7,25,GFS,104,,,20231
AMST,449,10438D,Lecture,23,29,SGM,601,,,20231
AMST,452,10439D,Lecture,30,30,GFS,207,,,20231
AMST,490,10441D,Lecture,2,15,OFFICE,,,2,20231
AMST,490,10442D,Lecture,0,12,OFFICE,,,1,20231
AMST,493,10443D,Lecture,6,10,KAP,165,,,20231
AMST,562,10672R,Lecture,9,20,KAP,166,,,20231
AMST,567,10466D,Lecture,13,15,GFS,107,,,20231
AMST,570,10468D,Lecture,9,10,GFS,107,,,20231
AMST,590,10478D,Lecture,8,10,OFFICE,,,,20231
AMST,645,10476D,Lecture,5,12,KAP,150,,,20231
AMST,680,10489D,Lecture,11,13,THH,109,,,20231
AMST,701,10492D,Lecture,8,12,DMC,103,,,20231
AMST,790,10493D,Lecture,1,5,OFFICE,,,,20231
AMST,794A,10495D,Lecture,0,10,OFFICE,,,,20231
AMST,794B,10496D,Lecture,6,10,OFFICE,,,,20231
AMST,794C,10497D,Lecture,0,10,OFFICE,,,,20231
AMST,794D,10498D,Lecture,1,10,OFFICE,,,,20231
AMST,794Z,10499D,Lecture,10,20,OFFICE,,,,20231
ANTH,200,38511R,Lecture,55,64,GFS,116,,,20231
ANTH,200,38515R,Lab,12,12,PED,B13,,,20231
ANTH,200,38517R,Lab,16,12,PED,B13,,,20231
ANTH,200,38518R,Lab,12,12,PED,B13,,,20231
ANTH,200,38528R,Lab,15,12,PED,B13,,,20231
ANTH,202,10719R,Discussion,24,24,KAP,148,,,20231
ANTH,202,10835R,Discussion,26,26,KAP,148,,,20231
ANTH,202,10704R,Lecture,150,150,THH,201 & ONLINE,,,20231
ANTH,202,10705R,Discussion,20,20,DMC,155,,,20231
ANTH,202,10706R,Discussion,25,25,DMC,155,,,20231
ANTH,202,10707R,Discussion,27,27,SOS,B48,,,20231
ANTH,202,10708R,Discussion,28,28,KAP,166,,,20231
ANTH,205,10805R,Lecture-Discussion,34,33,KAP,148,,,20231
ANTH,263,10608R,Lecture,49,50,GFS,106,,,20231
ANTH,263,10609R,Discussion,25,25,KAP,140,,,20231
ANTH,263,10611R,Discussion,24,25,GFS,220,,,20231
ANTH,263,10710R,Lecture,69,75,THH,301,,,20231
ANTH,263,10711D,Discussion,25,26,DMC,160,,,20231
ANTH,263,10712R,Discussion,24,26,THH,106,,,20231
ANTH,263,10713R,Discussion,20,25,GFS,107,,,20231
ANTH,263,10714D,Discussion,0,0,,,,,20231
ANTH,301,10613D,Lecture,0,0,,,,,20231
ANTH,306,38531R,Lecture,21,22,DMC,157,,,20231
ANTH,309,59985D,Lecture,11,13,OFFICE,,,,20231
ANTH,309,59986R,Lab,11,13,OFFICE,,,,20231
ANTH,312,10831R,Lecture,12,19,DMC,259,,,20231
ANTH,315,10617R,Lecture,99,103,THH,202,,,20231
ANTH,315,10619R,Discussion,26,27,THH,213,,,20231
ANTH,315,10620R,Discussion,26,27,THH,213,,,20231
ANTH,315,10621R,Discussion,26,27,DMC,154,,,20231
ANTH,315,10622R,Discussion,21,22,THH,213,,,20231
ANTH,321,10624R,Lecture,9,25,THH,214,,,20231
ANTH,325,10623R,Lecture,9,25,DMC,109,,,20231
ANTH,333,10626R,Lecture,92,100,THH,202,,,20231
ANTH,333,10827R,Discussion,24,26,THH,B9,,,20231
ANTH,333,10828R,Discussion,23,26,THH,B9,,,20231
ANTH,333,10829R,Discussion,23,23,DMC,257,,,20231
ANTH,333,10830R,Discussion,22,25,DMC,257,,,20231
ANTH,370,10732R,Lecture,21,25,THH,215,,,20231
ANTH,371,10633R,Lecture,111,112,MRF,340,,,20231
ANTH,371,10634R,Discussion,25,25,GFS,107,,,20231
ANTH,371,10635R,Discussion,27,28,GFS,107,,,20231
ANTH,371,10636R,Discussion,28,28,GFS,107,,,20231
ANTH,371,10637R,Discussion,31,31,KAP,147,,,20231
ANTH,373,10629R,Lecture,23,26,KAP,140,,,20231
ANTH,385,34947D,Lecture,12,12,WPH,203,,,20231
ANTH,393,10632D,Lecture,1,10,OFFICE,,,,20231
ANTH,401,41535R,Lecture,8,19,KAP,148,,,20231
ANTH,406,38535R,Lecture,10,19,THH,112,,,20231
ANTH,411,10641D,Lecture,9,25,KAP,156,,,20231
ANTH,435,10761R,Lecture,8,25,VHE,214,,,20231
ANTH,445,10744D,Lecture,7,25,GFS,104,,,20231
ANTH,465,19843D,Lecture,13,14,OFFICE,,,,20231
ANTH,476,10640D,Lecture,0,0,,,,,20231
ANTH,485,10743D,Lecture,12,15,KAP,166,,,20231
ANTH,490,10643D,Lecture,2,10,OFFICE,,,,20231
ANTH,491,10644D,Lecture,0,10,OFFICE,,,,20231
ANTH,501,10901R,Lecture,7,15,OFFICE,,,,20231
ANTH,550,10903R,Lecture,3,15,SOS,B51,,,20231
ANTH,554,34976D,Lecture,7,15,DMC,255,,,20231
ANTH,562,10672R,Lecture,9,20,KAP,166,,,20231
ANTH,590,10649D,Lecture,0,10,OFFICE,,,,20231
ANTH,590,10650D,Lecture,3,3,OFFICE,,,,20231
ANTH,605,10671R,Lecture,4,15,KAP,140,,,20231
ANTH,790,10700D,Lecture,0,10,OFFICE,,,,20231
ARCG,202,10719R,Discussion,24,24,KAP,148,,,20231
ARCG,202,10835R,Discussion,26,26,KAP,148,,,20231
ARCG,202,10704R,Lecture,150,150,THH,201 & ONLINE,,,20231
ARCG,202,10705R,Discussion,20,20,DMC,155,,,20231
ARCG,202,10706R,Discussion,25,25,DMC,155,,,20231
ARCG,202,10707R,Discussion,27,27,SOS,B48,,,20231
ARCG,202,10708R,Discussion,28,28,KAP,166,,,20231
ARCG,298A,33013D,Lecture,6,14,,,,,20231
ARCG,298A,33014R,Lab,6,14,,,,,20231
ARCG,298A,33015D,Lecture,5,14,OFFICE,,,,20231
ARCG,298A,33016R,Lab,5,14,,,,,20231
ARCG,305,59985D,Lecture,11,13,OFFICE,,,,20231
ARCG,305,59986R,Lab,11,13,OFFICE,,,,20231
ARCG,322,11924R,Lecture,25,30,THH,110,,,20231
ARCG,334,10624R,Lecture,9,25,THH,214,,,20231
ARCG,370,38225R,Lecture,25,25,THH,217,,,20231
ARCG,465,19843D,Lecture,13,14,OFFICE,,,,20231
ARCG,490,59998D,Lecture,0,10,OFFICE,,,,20231
ARCG,490,59999D,Lecture,1,10,OFFICE,,,,20231
ARAB,122,41504D,Lecture,7,19,WPH,B30,,,20231
ARAB,152,41515R,Lecture,5,19,THH,207,,,20231
ARAB,152,41514R,Lecture,17,19,LVL,3V,,,20231
ARAB,252,41528R,Lecture,4,10,WPH,603,,,20231
ARAB,352,41544R,Lecture,4,5,LVL,3V,,,20231
AHIS,100,11800R,Lecture,72,100,SOS,B2,,,20231
AHIS,100,11801R,Discussion,17,25,DMC,200,,,20231
AHIS,100,11802R,Discussion,12,25,DMC,154,,,20231
AHIS,100,11803R,Discussion,23,25,DMC,209,,,20231
AHIS,100,11804R,Discussion,20,25,DMC,256,,,20231
AHIS,121,11818R,Lecture,86,100,SOS,B2,,,20231
AHIS,121,11819R,Discussion,19,25,DMC,155,,,20231
AHIS,121,11820R,Discussion,22,25,DMC,155,,,20231
AHIS,121,11821R,Discussion,21,25,DMC,206,,,20231
AHIS,121,11822R,Discussion,24,25,DMC,206,,,20231
AHIS,125,11838R,Lecture,17,100,ZHS,159,,,20231
AHIS,125,11839R,Discussion,6,25,DMC,206,,,20231
AHIS,125,11840R,Discussion,1,25,DMC,200,,,20231
AHIS,125,11841R,Discussion,2,25,DMC,109,,,20231
AHIS,125,11842R,Discussion,8,25,DMC,209,,,20231
AHIS,128,11863R,Lecture,45,50,DMC,156,,,20231
AHIS,128,11864R,Discussion,20,25,SOS,B41,,,20231
AHIS,128,11865R,Discussion,25,25,SOS,B41,,,20231
AHIS,250,11883D,Lecture,23,23,DMC,260,,,20231
AHIS,301,11908D,Lecture,20,20,DMC,260,,,20231
AHIS,322,11924R,Lecture,25,30,THH,110,,,20231
AHIS,364,11953D,Lecture,19,20,DMC,260,,,20231
AHIS,368,11966R,Lecture,18,19,DMC,260,,,20231
AHIS,373,11971R,Lecture,15,32,DMC,154,,,20231
AHIS,373,11972R,Discussion,7,25,DMC,109,,,20231
AHIS,373,11973R,Discussion,8,25,DMC,109,,,20231
AHIS,400,11988D,Lecture,0,10,OFFICE,,,,20231
AHIS,427,11995D,Lecture,7,10,THH,107,,,20231
AHIS,467,00371R,Lecture,5,15,OFFCAMPUS,,,,20231
AHIS,470,12025D,Lecture,15,19,OFFICE,,,,20231
AHIS,488,12040D,Lecture,6,19,OFFICE,,,,20231
AHIS,490,12042D,Lecture,2,7,OFFICE,,,,20231
AHIS,492,12043D,Lecture,3,6,OFFICE,,,,20231
AHIS,494,12045D,Lecture,10,19,DMC,259,,,20231
AHIS,495A,12047D,Lecture,0,5,OFFICE,,,,20231
AHIS,495B,12048D,Lecture,3,5,OFFICE,,,,20231
AHIS,496,00372R,Lecture,11,16,OFFCAMPUS,,,,20231
AHIS,515,12069D,Lecture,5,10,THH,308,,,20231
AHIS,530,12087D,Lecture,8,10,THH,308,,,20231
AHIS,540,12094D,Lecture,5,10,THH,308,,,20231
AHIS,590,12100D,Lecture,0,5,OFFICE,,,1,20231
AHIS,590,12101D,Lecture,2,3,OFFICE,,,4,20231
AHIS,790,12180D,Lecture,0,5,OFFICE,,,,20231
AHIS,794A,12190D,Lecture,0,5,OFFICE,,,,20231
AHIS,794B,12191D,Lecture,1,10,OFFICE,,,,20231
AHIS,794C,12192D,Lecture,1,5,OFFICE,,,,20231
AHIS,794D,12193D,Lecture,1,10,OFFICE,,,,20231
AHIS,794Z,12194D,Lecture,7,10,OFFICE,,,,20231
ASTR,100,50800R,Lecture,126,128,SLH,200,,,20231
ASTR,100,50802R,Lab,16,16,SGM,313,,,20231
ASTR,100,50803R,Lab,16,16,SGM,313,,,20231
ASTR,100,50804R,Lab,16,16,SGM,313,,,20231
ASTR,100,50805R,Lab,16,16,SGM,313,,,20231
ASTR,100,50806R,Lab,16,16,SGM,313,,,20231
ASTR,100,50807R,Lab,16,16,SGM,313,,,20231
ASTR,100,50808R,Lab,14,16,SGM,313,,,20231
ASTR,100,50809R,Lab,16,16,SGM,313,,,20231
ASTR,100,50801R,Quiz,126,128,TBA,,,,20231
ASTR,100,50810R,Lecture,17,80,SLH,102,,,20231
ASTR,100,50812R,Lab,10,16,SGM,313,,,20231
ASTR,100,50816R,Lab,7,16,SGM,313,,,20231
ASTR,100,50811R,Quiz,17,128,TBA,,,,20231
ASTR,104,50820D,Lecture-Lab,1,12,TBA,,,,20231
ASTR,200,50830R,Lecture,87,90,SLH,100,,,20231
ASTR,200,50832R,Lab,14,15,SGM,314,,,20231
ASTR,200,50833R,Lab,14,15,SGM,314,,,20231
ASTR,200,50834R,Lab,15,15,SGM,314,,,20231
ASTR,200,50835R,Lab,15,15,SGM,314,,,20231
ASTR,200,50836R,Lab,14,15,SGM,314,,,20231
ASTR,200,50837R,Lab,15,15,SGM,314,,,20231
ASTR,422,50844R,Lecture,6,12,THH,111,,,20231
ASTR,490,50850D,Lecture,0,24,OFFICE,,,2,20231
ASTR,499,50855D,Lecture,0,12,OFFICE,,Cosmic Discoveries from Galileo to the Present Time,4,20231
BISC,102,13000R,Lecture,39,60,ZHS,352,,,20231
BISC,102,13102R,Lab,11,20,ZHS,257,,,20231
BISC,102,13103R,Lab,16,20,ZHS,257,,,20231
BISC,102,13105R,Lab,12,20,ZHS,257,,,20231
BISC,103,13200R,Lecture,49,72,THH,208,,,20231
BISC,103,13201R,Lab,9,18,ZHS,359,,,20231
BISC,103,13202R,Lab,12,18,ZHS,359,,,20231
BISC,103,13203R,Lab,18,18,ZHS,359,,,20231
BISC,103,13204R,Lab,10,18,ZHS,359,,,20231
BISC,108,13108D,Lecture-Lab,2,10,OFFICE,,,,20231
BISC,109,13109D,Lecture-Lab,4,10,OFFICE,,,,20231
BISC,110,13001R,Lecture,108,108,ZHS,159,,,20231
BISC,110,13002R,Discussion,18,18,LVL,3Y,,,20231
BISC,110,13428R,Discussion,18,18,GFS,222,,,20231
BISC,110,13429R,Discussion,18,18,DMC,154,,,20231
BISC,110,13437R,Discussion,18,18,KAP,134,,,20231
BISC,110,13438R,Discussion,18,18,VHE,214,,,20231
BISC,110,13439R,Discussion,18,18,DMC,155,,,20231
BISC,115,13115R,Lecture,119,120,THH,301,,,20231
BISC,115,13116R,Lab,20,20,ZHS,469,,,20231
BISC,115,13118R,Lab,20,20,ZHS,469,,,20231
BISC,115,13119R,Lab,20,20,ZHS,469,,,20231
BISC,115,13122R,Lab,19,20,ZHS,469,,,20231
BISC,115,13123R,Lab,20,20,ZHS,469,,,20231
BISC,115,13124R,Lab,20,20,ZHS,469,,,20231
BISC,120,13003R,Lecture,111,120,ZHS,159,,,20231
BISC,120,13004R,Lab,19,20,ZHS,365,,,20231
BISC,120,13005R,Lab,19,20,ZHS,365,,,20231
BISC,120,13006R,Lab,18,20,ZHS,365,,,20231
BISC,120,13008R,Lab,20,20,ZHS,365,,,20231
BISC,120,13010R,Lab,16,20,ZHS,365,,,20231
BISC,120,13027R,Lab,19,20,ZHS,365,,,20231
BISC,150,13007R,Lecture,9,32,ZHS,252,,,20231
BISC,150,13215D,Lab,4,16,ZHS,458,,,20231
BISC,150,13217D,Lab,5,16,ZHS,458,,,20231
BISC,150,13218D,Lab,0,1,ZHS,458,,,20231
BISC,180,13400R,Lecture,35,60,ZHS,352,,,20231
BISC,180,13401R,Lab,17,20,ZHS,257,,,20231
BISC,180,13402R,Lab,7,20,ZHS,257,,,20231
BISC,180,13403R,Lab,11,20,ZHS,257,,,20231
BISC,194,13009R,Lecture,91,100,ONLINE,,,,20231
BISC,199,13199R,Lecture,132,144,THH,301,,,20231
BISC,220,13011R,Lecture,83,170,THH,101,,,20231
BISC,220,13012R,Lecture,213,250,THH,101,,,20231
BISC,220,13022R,Lecture,77,250,THH,101,,,20231
BISC,220,13028R,Lecture,242,250,SAL,101,,,20231
BISC,220,13120R,Quiz,603,900,OFFICE,,,,20231
BISC,220,13140R,Lab,16,18,ZHS,361,,,20231
BISC,220,13141R,Lab,8,20,ZHS,363,,,20231
BISC,220,13142R,Lab,9,20,ZHS,365,,,20231
BISC,220,13143D,Lab,5,17,ZHS,361,,,20231
BISC,220,13144R,Lab,5,20,ZHS,363,,,20231
BISC,220,13146R,Lab,20,20,ZHS,361,,,20231
BISC,220,13147R,Lab,18,20,ZHS,363,,,20231
BISC,220,13148R,Lab,17,20,ZHS,365,,,20231
BISC,220,13149R,Lab,19,20,ZHS,361,,,20231
BISC,220,13150R,Lab,20,20,ZHS,363,,,20231
BISC,220,13151R,Lab,19,20,ZHS,365,,,20231
BISC,220,13152R,Lab,20,20,ZHS,361,,,20231
BISC,220,13153R,Lab,20,20,ZHS,363,,,20231
BISC,220,13155R,Lab,18,20,ZHS,361,,,20231
BISC,220,13156R,Lab,19,20,ZHS,363,,,20231
BISC,220,13157R,Lab,15,16,ZHS,369,,,20231
BISC,220,13158R,Lab,20,20,ZHS,361,,,20231
BISC,220,13159R,Lab,20,20,ZHS,363,,,20231
BISC,220,13160R,Lab,19,20,ZHS,365,,,20231
BISC,220,13161R,Lab,20,20,ZHS,361,,,20231
BISC,220,13162R,Lab,19,20,ZHS,363,,,20231
BISC,220,13163R,Lab,19,20,ZHS,365,,,20231
BISC,220,13164R,Lab,18,20,ZHS,361,,,20231
BISC,220,13165R,Lab,19,20,ZHS,363,,,20231
BISC,220,13168R,Lab,19,20,ZHS,361,,,20231
BISC,220,13169R,Lab,16,20,ZHS,363,,,20231
BISC,220,13170R,Lab,20,20,ZHS,365,,,20231
BISC,220,13171R,Lab,20,20,ZHS,361,,,20231
BISC,220,13172R,Lab,18,20,ZHS,363,,,20231
BISC,220,13173R,Lab,19,20,ZHS,365,,,20231
BISC,220,13174R,Lab,18,20,ZHS,361,,,20231
BISC,220,13175R,Lab,19,20,ZHS,363,,,20231
BISC,220,13176R,Lab,14,16,ZHS,369,,,20231
BISC,220,13177R,Lab,18,20,ZHS,361,,,20231
BISC,220,13178R,Lab,18,20,ZHS,363,,,20231
BISC,220,13179R,Lab,14,16,ZHS,369,,,20231
BISC,221,13013D,Lecture,50,60,ZHS,252,,,20231
BISC,221,13191R,Lab,4,12,ZHS,369,,,20231
BISC,221,13192R,Lab,16,16,ZHS,369,,,20231
BISC,221,13193R,Lab,10,10,ZHS,369,,,20231
BISC,221,13194R,Lab,10,10,ZHS,369,,,20231
BISC,221,13195R,Lab,10,14,ZHS,369,,,20231
BISC,230,13014R,Lecture,33,36,DMC,258,,,20231
BISC,230,13251R,Lab,10,12,ZHS,258,,,20231
BISC,230,13253R,Lab,11,12,ZHS,258,,,20231
BISC,230,13257R,Lab,12,12,ZHS,258,,,20231
BISC,290,13016D,Lecture-Lab,1,10,OFFICE,,,2,20231
BISC,300,13017R,Lecture,30,36,ZHS,163,,,20231
BISC,300,13272D,Lab,15,18,ZHS,472,,,20231
BISC,300,13273D,Lab,15,18,ZHS,472,,,20231
BISC,307,13018R,Lecture,69,72,ONLINE,,,,20231
BISC,307,13281R,Lab,16,18,ZHS,372,,,20231
BISC,307,13284R,Lab,18,18,ZHS,372,,,20231
BISC,307,13286R,Lab,17,18,ZHS,372,,,20231
BISC,307,13289R,Lab,18,18,ZHS,372,,,20231
BISC,310,12956R,Discussion,24,25,RRI,421,,,20231
BISC,310,12974R,Discussion,11,15,RRI,421,,,20231
BISC,310,12955R,Lecture,35,40,THH,118,,,20231
BISC,312,13522R,Lecture,156,170,THH,301,,,20231
BISC,312,13523R,Lecture,154,170,THH,301,,,20231
BISC,313,13034R,Lecture,19,32,ZHS,163,,,20231
BISC,313,13326R,Lab,11,16,ZHS,458,,,20231
BISC,313,13328R,Lab,8,16,ZHS,458,,,20231
BISC,321,13021R,Lecture,66,75,ZHS,252,,,20231
BISC,330,13023R,Lecture,50,215,THH,101,,,20231
BISC,330,13024R,Lecture,55,217,THH,101,,,20231
BISC,330,13310R,Lab,18,18,ZHS,357,,,20231
BISC,330,13313R,Lab,18,18,ZHS,357,,,20231
BISC,330,13317R,Lab,17,18,ZHS,357,,,20231
BISC,330,13319R,Lab,18,18,ZHS,357,,,20231
BISC,330,13321R,Lab,18,18,ZHS,357,,,20231
BISC,330,13329R,Lab,16,18,ZHS,357,,,20231
BISC,330,13121R,Quiz,103,482,THH,101,,,20231
BISC,335,33025D,Lecture,0,0,,,,,20231
BISC,363,13363R,Lecture,15,25,VHE,214,,,20231
BISC,363,13364R,Lab,15,25,OFFICE,,,,20231
BISC,372,13372R,Lecture,10,12,HNB,107,,,20231
BISC,372,13373R,Discussion,10,12,KAP,150,,,20231
BISC,407,13407R,Lecture,91,120,ZHS,159,,,20231
BISC,407,13413R,Discussion,21,21,DMC,261,,,20231
BISC,407,13415R,Discussion,10,20,HNB,100,,,20231
BISC,407,13416R,Discussion,19,20,HNB,100,,,20231
BISC,407,13417R,Discussion,11,20,HNB,107,,,20231
BISC,407,13418R,Discussion,18,20,DMC,207,,,20231
BISC,407,13419R,Discussion,12,20,LVL,13,,,20231
BISC,408,13408R,Lecture,9,40,HNB,120,,,20231
BISC,408,13409R,Discussion,9,20,OFFICE,,,,20231
BISC,410,13030R,Lecture-Discussion,19,20,RRI,301,,,20231
BISC,412,24979R,Lecture,17,20,ZHS,200,,,20231
BISC,414,13414D,Lecture,15,19,OFFICE,,,,20231
BISC,423,13423D,Lecture,31,31,RRI,101,,,20231
BISC,424,13424R,Lecture,39,40,HNB,100,,,20231
BISC,427,13427R,Lecture,20,30,ZHS,360,,,20231
BISC,435,13435R,Lecture,29,36,ZHS,163,,,20231
BISC,435,13436R,Discussion,29,36,KAP,146,,,20231
BISC,440,36265R,Lecture,21,35,GER,224,,,20231
BISC,445,13445D,Lecture,0,0,TBA,,,,20231
BISC,445,13446R,Lab,0,0,TBA,,,,20231
BISC,457,13457D,Lecture,14,16,OFFICE,,,,20231
BISC,457,13458R,Lab,14,16,OFFICE,,,,20231
BISC,461,13463D,Lecture,4,12,,,Molecular and Cellular Structural Biology,,20231
BISC,461,13464D,Lecture,2,12,RRI,221,Biotechnology and Chemical Biology in Modern Biomedical Research,,20231
BISC,469,13025R,Lecture,24,30,ZHS,252,,,20231
BISC,469,13354D,Lab,15,16,ZHS,469,,,20231
BISC,469,13355R,Lab,9,15,ZHS,469,,,20231
BISC,482,12968R,Lecture,8,25,RRI,421,,,20231
BISC,482,12977R,Discussion,8,25,RRI,421,,,20231
BISC,483,13483R,Lecture,16,19,AHF,259,,,20231
BISC,485,13485R,Lecture,7,14,RRI,321,,,20231
BISC,490,13490D,Lecture,24,50,OFFICE,,,2,20231
BISC,491,13491D,Lecture,13,19,RRI,301,,,20231
BISC,491,13492R,Lab,13,19,OFFICE,,,,20231
BISC,493,13493D,Lecture,14,20,RRI,221,,,20231
BISC,494,13494D,Lecture,16,16,RRI,221,,,20231
BISC,499,13498R,Lecture,7,19,AHF,259,Ecology and Biodiversity,,20231
BISC,499,13499R,Lab,7,19,ZHS,257,Ecology and Biodiversity,,20231
